aeloss_step,train/total_loss,train/logvar,train/kl_loss,train/nll_loss,train/rec_loss,train/d_weight,train/disc_factor,train/g_loss,discloss_step,train/disc_loss,train/logits_real,train/logits_fake,epoch,created_at,val/rec_loss,val/total_loss,val/logvar,val/kl_loss,val/nll_loss,val/d_weight,val/disc_factor,val/g_loss,val/disc_loss,val/logits_real,val/logits_fake,aeloss_epoch,discloss_epoch
7299.36181640625,7299.36181640625,0.0,91645.390625,7120.525390625,0.14486746490001678,1801.0533447265625,1.0,0.09924440085887909,0.8833765983581543,0.8833765983581543,0.2478499412536621,-0.020862111821770668,918,2024-09-22 09:11:23.261499,,,,,,,,,,,,,
5851.080078125,5851.080078125,0.0,117332.96875,4131.48486328125,0.08405527472496033,3750.798095703125,1.0,0.45842990279197693,1.1850398778915405,1.1850398778915405,-0.6224743723869324,-0.2635457217693329,918,2024-09-22 09:12:13.564736,,,,,,,,,,,,,
7776.65869140625,7776.65869140625,0.0,95915.0546875,7418.60791015625,0.1509319692850113,2054.822509765625,1.0,0.17420238256454468,1.0083632469177246,1.0083632469177246,-0.02017662115395069,-0.022405214607715607,918,2024-09-22 09:13:03.024665,,,,,,,,,,,,,
7967.60302734375,7967.60302734375,0.0,82031.046875,6852.076171875,0.13940584659576416,3670.542236328125,1.0,0.30389097332954407,0.9390627145767212,0.9390627145767212,0.05839591473340988,-0.07264164090156555,918,2024-09-22 09:13:53.487382,,,,,,,,,,,,,
6934.1171875,6934.1171875,0.0,106018.046875,7107.02294921875,0.1445927619934082,2108.04248046875,1.0,-0.08207213878631592,1.0001459121704102,1.0001459121704102,0.22061452269554138,0.20340003073215485,918,2024-09-22 09:14:43.794311,,,,,,,,,,,,,
,,,,,,,,,,,,,918,2024-09-22 09:15:39.306196,0.14478664100170135,7116.65478515625,0.0,99265.390625,7116.5546875,0.0,1.0,0.18915756046772003,0.9402932524681091,-0.03128935024142265,-0.18915756046772003,,
,,,,,,,,,,,,,918,2024-09-22 09:15:40.841419,,,,,,,,,,,,7070.857421875,0.959565281867981
6871.6943359375,6871.6943359375,0.0,126637.734375,6166.5068359375,0.12545791268348694,2363.5849609375,1.0,0.29830142855644226,0.8657938241958618,0.8657938241958618,0.20416057109832764,-0.08724876493215561,919,2024-09-22 09:15:54.286997,,,,,,,,,,,,,
6854.31494140625,6854.31494140625,0.0,102355.8125,6996.6484375,0.14234718680381775,2510.4501953125,1.0,-0.056737277656793594,1.0673246383666992,1.0673246383666992,0.004743171390146017,0.13429544866085052,919,2024-09-22 09:16:49.568705,,,,,,,,,,,,,
6972.6171875,6972.6171875,0.0,85804.71875,6435.697265625,0.13093459606170654,1191.627685546875,1.0,0.4505046010017395,0.9218069314956665,0.9218069314956665,-0.21100904047489166,-0.4103124737739563,919,2024-09-22 09:17:45.995917,,,,,,,,,,,,,
6081.38037109375,6081.38037109375,0.0,83949.640625,5962.42529296875,0.12130585312843323,2519.120849609375,1.0,0.04718748852610588,0.9622517228126526,0.9622517228126526,0.19473974406719208,0.11349872499704361,919,2024-09-22 09:18:41.551151,,,,,,,,,,,,,
5399.49462890625,5399.49462890625,0.0,122744.859375,5000.5576171875,0.10173660516738892,3686.197265625,1.0,0.10819129645824432,0.9554569721221924,0.9554569721221924,0.2361757606267929,0.13379839062690735,919,2024-09-22 09:19:38.059933,,,,,,,,,,,,,
,,,,,,,,,,,,,919,2024-09-22 09:20:29.356043,0.14166562259197235,6963.24609375,0.0,94335.828125,6963.15380859375,0.0,1.0,0.26183009147644043,0.9464408755302429,-0.12920719385147095,-0.26183009147644043,,
,,,,,,,,,,,,,919,2024-09-22 09:20:30.955747,,,,,,,,,,,,6952.1376953125,0.9618194103240967
