aeloss_step,train/total_loss,train/logvar,train/kl_loss,train/nll_loss,train/rec_loss,train/d_weight,train/disc_factor,train/g_loss,discloss_step,train/disc_loss,train/logits_real,train/logits_fake,epoch,created_at,val/rec_loss,val/total_loss,val/logvar,val/kl_loss,val/nll_loss,val/d_weight,val/disc_factor,val/g_loss,val/disc_loss,val/logits_real,val/logits_fake,aeloss_epoch,discloss_epoch
,,,,,,,,,,,,,1,2024-09-11 09:39:33.160030,0.336625874042511,16545.857421875,0.0,18436.91796875,16545.841796875,0.0,0.0,-0.560480535030365,0.0,0.7985090613365173,0.560480535030365,,
,,,,,,,,,,,,,1,2024-09-11 09:39:34.629387,,,,,,,,,,,,19692.578125,0.0
17927.134765625,17927.134765625,0.0,18957.32421875,17927.115234375,0.36472809314727783,5000.0,0.0,-0.6546308398246765,0.0,0.0,0.6608312129974365,0.6662112474441528,2,2024-09-11 09:39:47.379557,,,,,,,,,,,,,
16409.388671875,16409.388671875,0.0,20913.83203125,16409.3671875,0.3338494300842285,5000.0,0.0,-0.6324041485786438,0.0,0.0,0.6275051236152649,0.6073018312454224,2,2024-09-11 09:40:38.242399,,,,,,,,,,,,,
15908.611328125,15908.611328125,0.0,19224.1875,15908.591796875,0.3236611485481262,5000.0,0.0,-0.6327210068702698,0.0,0.0,0.6157093048095703,0.6063935160636902,2,2024-09-11 09:41:28.406040,,,,,,,,,,,,,
16630.890625,16630.890625,0.0,18473.08203125,16630.873046875,0.33835598826408386,5000.0,0.0,-0.681727945804596,0.0,0.0,0.6913542151451111,0.6563770174980164,2,2024-09-11 09:42:19.660958,,,,,,,,,,,,,
16884.876953125,16884.876953125,0.0,18834.45703125,16884.857421875,0.3435233235359192,5000.0,0.0,-0.6905839443206787,0.0,0.0,0.6831457614898682,0.6924862861633301,2,2024-09-11 09:43:09.754873,,,,,,,,,,,,,
,,,,,,,,,,,,,2,2024-09-11 09:43:58.730512,0.2906973659992218,14288.3759765625,0.0,22242.4140625,14288.3515625,0.0,0.0,-0.6640526056289673,0.0,0.8321126699447632,0.6640526056289673,,
,,,,,,,,,,,,,2,2024-09-11 09:44:00.141589,,,,,,,,,,,,15578.0546875,0.0
17973.947265625,17973.947265625,0.0,26106.861328125,17973.921875,0.36568039655685425,5000.0,0.0,-0.6419655680656433,0.0,0.0,0.6401263475418091,0.6182699203491211,3,2024-09-11 09:44:19.032546,,,,,,,,,,,,,
15784.44921875,15784.44921875,0.0,25121.66796875,15784.423828125,0.32113492488861084,5000.0,0.0,-0.6732971668243408,0.0,0.0,0.6873864531517029,0.6790096163749695,3,2024-09-11 09:45:09.436870,,,,,,,,,,,,,
10892.755859375,10892.755859375,0.0,27815.953125,10892.728515625,0.22161313891410828,5000.0,0.0,-0.6975869536399841,0.0,0.0,0.6873263716697693,0.6719090938568115,3,2024-09-11 09:46:00.177582,,,,,,,,,,,,,
13742.2216796875,13742.2216796875,0.0,22344.90234375,13742.19921875,0.2795857787132263,5000.0,0.0,-0.6913548707962036,0.0,0.0,0.6956126689910889,0.6901153922080994,3,2024-09-11 09:46:49.966888,,,,,,,,,,,,,
12894.609375,12894.609375,0.0,36481.8984375,12894.5732421875,0.262340784072876,5000.0,0.0,-0.5594592094421387,0.0,0.0,0.576408326625824,0.5876147150993347,3,2024-09-11 09:47:41.337682,,,,,,,,,,,,,
,,,,,,,,,,,,,3,2024-09-11 09:48:23.440127,0.25781211256980896,12672.015625,0.0,27051.4453125,12671.9873046875,0.0,0.0,-0.8385669589042664,0.0,0.9399915933609009,0.8385669589042664,,
,,,,,,,,,,,,,3,2024-09-11 09:48:24.906234,,,,,,,,,,,,13881.2939453125,0.0
14949.2431640625,14949.2431640625,0.0,28120.125,14949.21484375,0.304142564535141,5000.0,0.0,-0.6929634809494019,0.0,0.0,0.6761384010314941,0.6858388185501099,4,2024-09-11 09:48:49.733489,,,,,,,,,,,,,
14411.7587890625,14411.7587890625,0.0,27075.390625,14411.7314453125,0.29320743680000305,5000.0,0.0,-0.6783415079116821,0.0,0.0,0.690703809261322,0.6811007857322693,4,2024-09-11 09:49:41.004370,,,,,,,,,,,,,
10854.6806640625,10854.6806640625,0.0,34311.58984375,10854.646484375,0.22083835303783417,5000.0,0.0,-0.6588968634605408,0.0,0.0,0.6646373271942139,0.668438732624054,4,2024-09-11 09:50:31.170009,,,,,,,,,,,,,
12223.2861328125,12223.2861328125,0.0,27890.46875,12223.2578125,0.24868282675743103,5000.0,0.0,-0.718866229057312,0.0,0.0,0.7009333968162537,0.7036479115486145,4,2024-09-11 09:51:22.804265,,,,,,,,,,,,,
11487.96875,11487.96875,0.0,26413.35546875,11487.9423828125,0.23372279107570648,5000.0,0.0,-0.6919071078300476,0.0,0.0,0.6987798810005188,0.6886652708053589,4,2024-09-11 09:52:13.231167,,,,,,,,,,,,,
,,,,,,,,,,,,,4,2024-09-11 09:52:50.102388,0.26832544803619385,13188.7626953125,0.0,31420.08984375,13188.73046875,0.0,0.0,-0.5870912075042725,0.0,0.725356936454773,0.5870912075042725,,
,,,,,,,,,,,,,4,2024-09-11 09:52:51.573381,,,,,,,,,,,,12957.134765625,0.0
12746.7119140625,12746.7119140625,0.0,20639.328125,12746.69140625,0.2593321204185486,5000.0,0.0,-0.7223055958747864,0.0,0.0,0.7224966287612915,0.7321980595588684,5,2024-09-11 09:53:22.532178,,,,,,,,,,,,,
11245.5673828125,11245.5673828125,0.0,32857.27734375,11245.5341796875,0.2287909835577011,5000.0,0.0,-0.6853768229484558,0.0,0.0,0.7016912698745728,0.6904157996177673,5,2024-09-11 09:54:12.721788,,,,,,,,,,,,,
12393.88671875,12393.88671875,0.0,33570.7578125,12393.853515625,0.252153605222702,5000.0,0.0,-0.6814329624176025,0.0,0.0,0.6797499060630798,0.6893738508224487,5,2024-09-11 09:55:03.765907,,,,,,,,,,,,,
12197.716796875,12197.716796875,0.0,33486.5078125,12197.68359375,0.24816250801086426,5000.0,0.0,-0.6701301336288452,0.0,0.0,0.6504649519920349,0.6743797659873962,5,2024-09-11 09:55:54.230889,,,,,,,,,,,,,
12027.404296875,12027.404296875,0.0,26968.69921875,12027.376953125,0.24469761550426483,5000.0,0.0,-0.697174072265625,0.0,0.0,0.6960086226463318,0.6876778602600098,5,2024-09-11 09:56:45.002057,,,,,,,,,,,,,
,,,,,,,,,,,,,5,2024-09-11 09:57:14.913334,0.2451791614294052,12051.078125,0.0,32225.94921875,12051.0419921875,0.0,0.0,-0.5362739562988281,0.0,0.6794434785842896,0.5362739562988281,,
,,,,,,,,,,,,,5,2024-09-11 09:57:16.487354,,,,,,,,,,,,12288.1416015625,0.0
10672.9921875,10672.9921875,0.0,34343.1015625,10672.9580078125,0.21714189648628235,5000.0,0.0,-0.6648920774459839,0.0,0.0,0.649582028388977,0.6392731666564941,6,2024-09-11 09:57:53.508452,,,,,,,,,,,,,
12061.3466796875,12061.3466796875,0.0,34433.078125,12061.3125,0.24538803100585938,5000.0,0.0,-0.7074275016784668,0.0,0.0,0.7035019397735596,0.704825222492218,6,2024-09-11 09:58:44.459723,,,,,,,,,,,,,
12143.90625,12143.90625,0.0,38660.546875,12143.8671875,0.2470676153898239,5000.0,0.0,-0.6471580266952515,0.0,0.0,0.6518809795379639,0.6460995674133301,6,2024-09-11 09:59:34.592608,,,,,,,,,,,,,
11580.5546875,11580.5546875,0.0,31352.220703125,11580.5234375,0.2356063574552536,5000.0,0.0,-0.7272053956985474,0.0,0.0,0.7250333428382874,0.7291989922523499,6,2024-09-11 10:00:25.977230,,,,,,,,,,,,,
12251.7841796875,12251.7841796875,0.0,29990.060546875,12251.75390625,0.24926257133483887,5000.0,0.0,-0.6994453072547913,0.0,0.0,0.7129340767860413,0.6836405992507935,6,2024-09-11 10:01:16.066654,,,,,,,,,,,,,
,,,,,,,,,,,,,6,2024-09-11 10:01:41.184761,0.23220323026180267,11413.29296875,0.0,34886.41015625,11413.251953125,0.0,0.0,-0.6630900502204895,0.0,0.7312743067741394,0.6630900502204895,,
,,,,,,,,,,,,,6,2024-09-11 10:01:42.685298,,,,,,,,,,,,11790.0859375,0.0
12372.5107421875,12372.5107421875,0.0,35720.0,12372.474609375,0.2517186403274536,5000.0,0.0,-0.6741636395454407,0.0,0.0,0.6834320425987244,0.6884477138519287,7,2024-09-11 10:02:25.459959,,,,,,,,,,,,,
12604.603515625,12604.603515625,0.0,29993.5390625,12604.5732421875,0.2564406991004944,5000.0,0.0,-0.7214272618293762,0.0,0.0,0.721713125705719,0.7469250559806824,7,2024-09-11 10:03:16.143603,,,,,,,,,,,,,
8446.2568359375,8446.2568359375,0.0,47547.3359375,8446.208984375,0.17183856666088104,5000.0,0.0,-0.6275607347488403,0.0,0.0,0.6419624090194702,0.6353658437728882,7,2024-09-11 10:04:07.051357,,,,,,,,,,,,,
13059.0,13059.0,0.0,33555.203125,13058.966796875,0.26568537950515747,5000.0,0.0,-0.6583476066589355,0.0,0.0,0.6627650260925293,0.6651736497879028,7,2024-09-11 10:04:57.523948,,,,,,,,,,,,,
11203.1201171875,11203.1201171875,0.0,33405.390625,11203.0869140625,0.22792738676071167,5000.0,0.0,-0.6439932584762573,0.0,0.0,0.639437735080719,0.6489821076393127,7,2024-09-11 10:05:48.367221,,,,,,,,,,,,,
,,,,,,,,,,,,,7,2024-09-11 10:06:06.520586,0.22076337039470673,10851.001953125,0.0,37628.40625,10850.9658203125,0.0,0.0,-0.8736516237258911,0.0,1.0072696208953857,0.8736516237258911,,
,,,,,,,,,,,,,7,2024-09-11 10:06:07.967874,,,,,,,,,,,,11497.29296875,0.0
11787.9111328125,11787.9111328125,0.0,39692.7265625,11787.87109375,0.23982486128807068,5000.0,0.0,-0.6693694591522217,0.0,0.0,0.6649347543716431,0.6580045223236084,8,2024-09-11 10:06:56.745082,,,,,,,,,,,,,
12775.673828125,12775.673828125,0.0,38972.89453125,12775.634765625,0.25992095470428467,5000.0,0.0,-0.7044296860694885,0.0,0.0,0.695593535900116,0.6886816620826721,8,2024-09-11 10:07:47.500843,,,,,,,,,,,,,
8144.6611328125,8144.6611328125,0.0,51756.65625,8144.609375,0.16570250689983368,5000.0,0.0,-0.6460670232772827,0.0,0.0,0.6470829844474792,0.6464284062385559,8,2024-09-11 10:08:38.124230,,,,,,,,,,,,,
9448.2177734375,9448.2177734375,0.0,38570.796875,9448.1796875,0.1922237128019333,5000.0,0.0,-0.7359907031059265,0.0,0.0,0.7399774789810181,0.7385970950126648,8,2024-09-11 10:09:28.984405,,,,,,,,,,,,,
