aeloss_step,train/total_loss,train/logvar,train/kl_loss,train/nll_loss,train/rec_loss,train/d_weight,train/disc_factor,train/g_loss,discloss_step,train/disc_loss,train/logits_real,train/logits_fake,epoch,created_at,val/rec_loss,val/total_loss,val/logvar,val/kl_loss,val/nll_loss,val/d_weight,val/disc_factor,val/g_loss,val/disc_loss,val/logits_real,val/logits_fake,aeloss_epoch,discloss_epoch
6279.90966796875,6279.90966796875,0.0,82899.7265625,6034.99609375,0.12278231233358383,4124.9482421875,1.0,0.059353604912757874,1.19561767578125,1.19561767578125,-0.12391448020935059,0.2636302709579468,857,2024-09-20 02:24:50.424636,,,,,,,,,,,,,
6531.14453125,6531.14453125,0.0,97750.8046875,5362.49169921875,0.10910017788410187,3666.357666015625,1.0,0.31872373819351196,0.9666454792022705,0.9666454792022705,-0.12261894345283508,-0.2152891904115677,857,2024-09-20 02:25:40.650279,,,,,,,,,,,,,
6830.2119140625,6830.2119140625,0.0,77127.1953125,6172.47412109375,0.12557931244373322,2887.057373046875,1.0,0.22779612243175507,1.0044605731964111,1.0044605731964111,0.08458011597394943,0.07393921166658401,857,2024-09-20 02:26:30.010798,,,,,,,,,,,,,
7290.7451171875,7290.7451171875,0.0,84019.6171875,7196.84619140625,0.1464202105998993,1932.934814453125,1.0,0.0485350675880909,1.0416041612625122,1.0416041612625122,-0.02860923670232296,0.0508052259683609,857,2024-09-20 02:27:20.662304,,,,,,,,,,,,,
7444.294921875,7444.294921875,0.0,79506.46875,6475.49072265625,0.13174420595169067,3259.94775390625,1.0,0.29715949296951294,0.9558519124984741,0.9558519124984741,0.06180266663432121,-0.03379891812801361,857,2024-09-20 02:28:11.206353,,,,,,,,,,,,,
,,,,,,,,,,,,,857,2024-09-20 02:28:37.542222,0.13828200101852417,6796.91455078125,0.0,78163.53125,6796.837890625,0.0,1.0,0.03808867186307907,0.9403491616249084,0.09370338916778564,-0.03808867186307907,,
,,,,,,,,,,,,,857,2024-09-20 02:28:39.204440,,,,,,,,,,,,6842.7060546875,0.9736190438270569
7780.5224609375,7780.5224609375,0.0,78644.4921875,8308.703125,0.1690410077571869,2940.279541015625,1.0,-0.17966312170028687,1.0606170892715454,1.0606170892715454,0.14722615480422974,0.26301345229148865,858,2024-09-20 02:29:21.549582,,,,,,,,,,,,,
5567.6298828125,5567.6298828125,0.0,100217.546875,4790.6923828125,0.09746688604354858,2523.089111328125,1.0,0.3078913390636444,0.9560321569442749,0.9560321569442749,-0.03768743947148323,-0.151663675904274,858,2024-09-20 02:30:12.400705,,,,,,,,,,,,,
7275.41162109375,7275.41162109375,0.0,78773.6875,7047.10693359375,0.1433737576007843,3427.730712890625,1.0,0.06658224761486053,0.9534296989440918,0.9534296989440918,0.22198303043842316,0.10097039490938187,858,2024-09-20 02:31:04.137286,,,,,,,,,,,,,
6457.10302734375,6457.10302734375,0.0,77041.6875,5890.9658203125,0.11985200643539429,2591.049072265625,1.0,0.21846745908260345,1.024132490158081,1.024132490158081,-0.26511549949645996,-0.22812964022159576,858,2024-09-20 02:31:55.050239,,,,,,,,,,,,,
9253.75390625,9253.75390625,0.0,87588.765625,9366.98828125,0.1905718743801117,1628.0272216796875,1.0,-0.06960681825876236,0.9059116840362549,0.9059116840362549,0.4102221131324768,0.20487521588802338,858,2024-09-20 02:32:47.567339,,,,,,,,,,,,,
,,,,,,,,,,,,,858,2024-09-20 02:33:06.783276,0.13348081707954407,6560.9326171875,0.0,88454.6328125,6560.84716796875,0.0,1.0,0.1544925570487976,0.9598358273506165,-0.05664575845003128,-0.1544925570487976,,
,,,,,,,,,,,,,858,2024-09-20 02:33:08.374101,,,,,,,,,,,,6952.15576171875,0.9675969481468201
6393.62646484375,6393.62646484375,0.0,97152.8125,5912.46337890625,0.1202893778681755,1020.4091796875,1.0,0.4714442491531372,0.7738192081451416,0.7738192081451416,0.09555411338806152,-0.38697758316993713,859,2024-09-20 02:33:57.433082,,,,,,,,,,,,,
6421.09765625,6421.09765625,0.0,73781.2109375,7194.9482421875,0.14638160169124603,1969.6484375,1.0,-0.3929251432418823,1.2755179405212402,1.2755179405212402,0.028204429894685745,0.5765992999076843,859,2024-09-20 02:34:48.939313,,,,,,,,,,,,,
6269.3818359375,6269.3818359375,0.0,104409.625,6152.4228515625,0.12517136335372925,1900.570068359375,1.0,0.0614839568734169,1.1666293144226074,1.1666293144226074,-0.3307859003543854,0.00034865978523157537,859,2024-09-20 02:35:40.094656,,,,,,,,,,,,,
7045.4736328125,7045.4736328125,0.0,85211.296875,7004.517578125,0.14250728487968445,3356.732177734375,1.0,0.012175656855106354,0.8367151021957397,0.8367151021957397,0.4470600187778473,0.10711239278316498,859,2024-09-20 02:36:32.647731,,,,,,,,,,,,,
,,,,,,,,,,,,,859,2024-09-20 02:37:37.084267,0.1505168229341507,7398.2890625,0.0,85654.1875,7398.203125,0.0,1.0,0.05126221477985382,0.955452561378479,0.05408609285950661,-0.05126221477985382,,
,,,,,,,,,,,,,859,2024-09-20 02:37:38.579035,,,,,,,,,,,,7053.990234375,0.9669957160949707
7090.939453125,7090.939453125,0.0,89282.265625,7022.3408203125,0.14286988973617554,2583.947265625,1.0,0.02651338092982769,1.0969784259796143,1.0969784259796143,-0.106833316385746,0.08131104707717896,860,2024-09-20 02:37:42.343524,,,,,,,,,,,,,
7089.130859375,7089.130859375,0.0,91242.53125,7686.3447265625,0.1563790887594223,1948.6612548828125,1.0,-0.3065207600593567,1.0798594951629639,1.0798594951629639,0.24673090875148773,0.397474467754364,860,2024-09-20 02:38:34.210957,,,,,,,,,,,,,
